threshold,tn,fp,fn,tp,precision,recall,f1,tpr,fpr,cost
0.628,689,10,162,139,0.9328859060402684,0.46179401993355484,0.6177777777777778,0.46179401993355323,0.014306151645207418,1630.0
0.63,689,10,164,137,0.9319727891156463,0.45514950166112955,0.6116071428571429,0.455149501661128,0.014306151645207418,1650.0
0.632,689,10,164,137,0.9319727891156463,0.45514950166112955,0.6116071428571429,0.455149501661128,0.014306151645207418,1650.0
0.634,689,10,164,137,0.9319727891156463,0.45514950166112955,0.6116071428571429,0.455149501661128,0.014306151645207418,1650.0
0.636,690,9,164,137,0.9383561643835616,0.45514950166112955,0.6129753914988815,0.455149501661128,0.012875536480686676,1649.0
0.638,690,9,165,136,0.9379310344827586,0.45182724252491696,0.6098654708520179,0.4518272425249154,0.012875536480686676,1659.0
0.64,690,9,165,136,0.9379310344827586,0.45182724252491696,0.6098654708520179,0.4518272425249154,0.012875536480686676,1659.0
0.642,690,9,165,136,0.9379310344827586,0.45182724252491696,0.6098654708520179,0.4518272425249154,0.012875536480686676,1659.0
0.644,690,9,165,136,0.9379310344827586,0.45182724252491696,0.6098654708520179,0.4518272425249154,0.012875536480686676,1659.0
0.646,690,9,165,136,0.9379310344827586,0.45182724252491696,0.6098654708520179,0.4518272425249154,0.012875536480686676,1659.0
0.648,690,9,168,133,0.9366197183098591,0.4418604651162791,0.600451467268623,0.4418604651162776,0.012875536480686676,1689.0
0.65,690,9,168,133,0.9366197183098591,0.4418604651162791,0.600451467268623,0.4418604651162776,0.012875536480686676,1689.0
0.652,690,9,169,132,0.9361702127659575,0.43853820598006643,0.5972850678733032,0.43853820598006493,0.012875536480686676,1699.0
0.654,691,8,169,132,0.9428571428571428,0.43853820598006643,0.5986394557823129,0.43853820598006493,0.011444921316165934,1698.0
0.656,692,7,169,132,0.9496402877697842,0.43853820598006643,0.6,0.43853820598006493,0.010014306151645194,1697.0
0.658,692,7,171,130,0.948905109489051,0.4318936877076412,0.593607305936073,0.43189368770763975,0.010014306151645194,1717.0
0.66,692,7,171,130,0.948905109489051,0.4318936877076412,0.593607305936073,0.43189368770763975,0.010014306151645194,1717.0
0.662,692,7,172,129,0.9485294117647058,0.42857142857142855,0.5903890160183066,0.4285714285714271,0.010014306151645194,1727.0
0.664,692,7,172,129,0.9485294117647058,0.42857142857142855,0.5903890160183066,0.4285714285714271,0.010014306151645194,1727.0
0.666,692,7,172,129,0.9485294117647058,0.42857142857142855,0.5903890160183066,0.4285714285714271,0.010014306151645194,1727.0
0.668,692,7,172,129,0.9485294117647058,0.42857142857142855,0.5903890160183066,0.4285714285714271,0.010014306151645194,1727.0
0.67,692,7,173,128,0.9481481481481482,0.42524916943521596,0.5871559633027523,0.4252491694352145,0.010014306151645194,1737.0
0.672,692,7,173,128,0.9481481481481482,0.42524916943521596,0.5871559633027523,0.4252491694352145,0.010014306151645194,1737.0
0.674,692,7,173,128,0.9481481481481482,0.42524916943521596,0.5871559633027523,0.4252491694352145,0.010014306151645194,1737.0
0.676,692,7,174,127,0.9477611940298507,0.4219269102990033,0.5839080459770115,0.42192691029900187,0.010014306151645194,1747.0
0.678,692,7,175,126,0.9473684210526315,0.4186046511627907,0.5806451612903226,0.4186046511627893,0.010014306151645194,1757.0
0.68,692,7,175,126,0.9473684210526315,0.4186046511627907,0.5806451612903226,0.4186046511627893,0.010014306151645194,1757.0
0.682,692,7,176,125,0.946969696969697,0.4152823920265781,0.5773672055427251,0.4152823920265767,0.010014306151645194,1767.0
0.684,692,7,178,123,0.9461538461538461,0.40863787375415284,0.5707656612529002,0.40863787375415145,0.010014306151645194,1787.0
0.686,692,7,178,123,0.9461538461538461,0.40863787375415284,0.5707656612529002,0.40863787375415145,0.010014306151645194,1787.0
0.6880000000000001,692,7,178,123,0.9461538461538461,0.40863787375415284,0.5707656612529002,0.40863787375415145,0.010014306151645194,1787.0
0.6900000000000001,692,7,178,123,0.9461538461538461,0.40863787375415284,0.5707656612529002,0.40863787375415145,0.010014306151645194,1787.0
0.6920000000000001,692,7,179,122,0.9457364341085271,0.4053156146179402,0.5674418604651162,0.4053156146179388,0.010014306151645194,1797.0
0.6940000000000001,692,7,179,122,0.9457364341085271,0.4053156146179402,0.5674418604651162,0.4053156146179388,0.010014306151645194,1797.0
0.6960000000000001,692,7,181,120,0.9448818897637795,0.39867109634551495,0.5607476635514018,0.3986710963455136,0.010014306151645194,1817.0
0.6980000000000001,692,7,181,120,0.9448818897637795,0.39867109634551495,0.5607476635514018,0.3986710963455136,0.010014306151645194,1817.0
0.7000000000000001,693,6,182,119,0.952,0.3953488372093023,0.5586854460093896,0.395348837209301,0.008583690987124451,1826.0
0.7020000000000001,693,6,182,119,0.952,0.3953488372093023,0.5586854460093896,0.395348837209301,0.008583690987124451,1826.0
0.704,694,5,183,118,0.959349593495935,0.3920265780730897,0.5566037735849056,0.3920265780730884,0.007153075822603709,1835.0
0.706,694,5,184,117,0.9590163934426229,0.38870431893687707,0.5531914893617021,0.38870431893687574,0.007153075822603709,1845.0
0.708,694,5,185,116,0.9586776859504132,0.3853820598006645,0.5497630331753555,0.38538205980066315,0.007153075822603709,1855.0
0.71,694,5,185,116,0.9586776859504132,0.3853820598006645,0.5497630331753555,0.38538205980066315,0.007153075822603709,1855.0
0.712,695,4,187,114,0.9661016949152542,0.3787375415282392,0.5441527446300716,0.3787375415282379,0.005722460658082967,1874.0
0.714,695,4,187,114,0.9661016949152542,0.3787375415282392,0.5441527446300716,0.3787375415282379,0.005722460658082967,1874.0
0.716,696,3,187,114,0.9743589743589743,0.3787375415282392,0.5454545454545454,0.3787375415282379,0.004291845493562226,1873.0
0.718,696,3,187,114,0.9743589743589743,0.3787375415282392,0.5454545454545454,0.3787375415282379,0.004291845493562226,1873.0
0.72,696,3,188,113,0.9741379310344828,0.3754152823920266,0.5419664268585132,0.3754152823920253,0.004291845493562226,1883.0
0.722,696,3,189,112,0.9739130434782609,0.37209302325581395,0.5384615384615384,0.37209302325581267,0.004291845493562226,1893.0
0.724,696,3,189,112,0.9739130434782609,0.37209302325581395,0.5384615384615384,0.37209302325581267,0.004291845493562226,1893.0
0.726,696,3,189,112,0.9739130434782609,0.37209302325581395,0.5384615384615384,0.37209302325581267,0.004291845493562226,1893.0
0.728,696,3,192,109,0.9732142857142857,0.36212624584717606,0.5278450363196125,0.36212624584717484,0.004291845493562226,1923.0
0.73,696,3,192,109,0.9732142857142857,0.36212624584717606,0.5278450363196125,0.36212624584717484,0.004291845493562226,1923.0
0.732,697,2,192,109,0.9819819819819819,0.36212624584717606,0.529126213592233,0.36212624584717484,0.0028612303290414835,1922.0
0.734,697,2,192,109,0.9819819819819819,0.36212624584717606,0.529126213592233,0.36212624584717484,0.0028612303290414835,1922.0
0.736,698,1,192,109,0.990909090909091,0.36212624584717606,0.5304136253041363,0.36212624584717484,0.0014306151645207417,1921.0
0.738,698,1,192,109,0.990909090909091,0.36212624584717606,0.5304136253041363,0.36212624584717484,0.0014306151645207417,1921.0
0.74,698,1,193,108,0.9908256880733946,0.3588039867109635,0.526829268292683,0.35880398671096225,0.0014306151645207417,1931.0
0.742,698,1,194,107,0.9907407407407407,0.3554817275747508,0.5232273838630807,0.3554817275747496,0.0014306151645207417,1941.0
0.744,698,1,195,106,0.9906542056074766,0.3521594684385382,0.5196078431372549,0.352159468438537,0.0014306151645207417,1951.0
0.746,698,1,196,105,0.9905660377358491,0.3488372093023256,0.515970515970516,0.34883720930232437,0.0014306151645207417,1961.0
0.748,698,1,196,105,0.9905660377358491,0.3488372093023256,0.515970515970516,0.34883720930232437,0.0014306151645207417,1961.0
0.75,698,1,197,104,0.9904761904761905,0.34551495016611294,0.5123152709359606,0.3455149501661118,0.0014306151645207417,1971.0
0.752,698,1,197,104,0.9904761904761905,0.34551495016611294,0.5123152709359606,0.3455149501661118,0.0014306151645207417,1971.0
0.754,698,1,198,103,0.9903846153846154,0.34219269102990035,0.508641975308642,0.3421926910298992,0.0014306151645207417,1981.0
0.756,698,1,199,102,0.9902912621359223,0.3388704318936877,0.504950495049505,0.33887043189368654,0.0014306151645207417,1991.0
0.758,698,1,199,102,0.9902912621359223,0.3388704318936877,0.504950495049505,0.33887043189368654,0.0014306151645207417,1991.0
0.76,699,0,200,101,1.0,0.33554817275747506,0.5024875621890548,0.33554817275747395,0.0,2000.0
0.762,699,0,201,100,1.0,0.33222591362126247,0.49875311720698257,0.3322259136212613,0.0,2010.0
0.764,699,0,202,99,1.0,0.3289036544850498,0.495,0.3289036544850487,0.0,2020.0
0.766,699,0,202,99,1.0,0.3289036544850498,0.495,0.3289036544850487,0.0,2020.0
0.768,699,0,204,97,1.0,0.3222591362126246,0.48743718592964824,0.3222591362126235,0.0,2040.0
0.77,699,0,205,96,1.0,0.31893687707641194,0.4836272040302267,0.3189368770764109,0.0,2050.0
0.772,699,0,206,95,1.0,0.31561461794019935,0.4797979797979798,0.31561461794019824,0.0,2060.0
0.774,699,0,206,95,1.0,0.31561461794019935,0.4797979797979798,0.31561461794019824,0.0,2060.0
0.776,699,0,206,95,1.0,0.31561461794019935,0.4797979797979798,0.31561461794019824,0.0,2060.0
0.778,699,0,206,95,1.0,0.31561461794019935,0.4797979797979798,0.31561461794019824,0.0,2060.0
0.78,699,0,206,95,1.0,0.31561461794019935,0.4797979797979798,0.31561461794019824,0.0,2060.0
0.782,699,0,206,95,1.0,0.31561461794019935,0.4797979797979798,0.31561461794019824,0.0,2060.0
0.784,699,0,207,94,1.0,0.3122923588039867,0.4759493670886076,0.31229235880398565,0.0,2070.0
0.786,699,0,207,94,1.0,0.3122923588039867,0.4759493670886076,0.31229235880398565,0.0,2070.0
0.788,699,0,207,94,1.0,0.3122923588039867,0.4759493670886076,0.31229235880398565,0.0,2070.0
0.79,699,0,207,94,1.0,0.3122923588039867,0.4759493670886076,0.31229235880398565,0.0,2070.0
0.792,699,0,209,92,1.0,0.30564784053156147,0.4681933842239186,0.3056478405315604,0.0,2090.0
0.794,699,0,210,91,1.0,0.3023255813953488,0.4642857142857143,0.3023255813953478,0.0,2100.0
0.796,699,0,210,91,1.0,0.3023255813953488,0.4642857142857143,0.3023255813953478,0.0,2100.0
0.798,699,0,210,91,1.0,0.3023255813953488,0.4642857142857143,0.3023255813953478,0.0,2100.0
0.8,699,0,211,90,1.0,0.29900332225913623,0.46035805626598464,0.2990033222591352,0.0,2110.0
0.802,699,0,212,89,1.0,0.2956810631229236,0.4564102564102564,0.2956810631229226,0.0,2120.0
0.804,699,0,212,89,1.0,0.2956810631229236,0.4564102564102564,0.2956810631229226,0.0,2120.0
0.806,699,0,213,88,1.0,0.292358803986711,0.4524421593830334,0.29235880398671,0.0,2130.0
0.808,699,0,214,87,1.0,0.28903654485049834,0.4484536082474227,0.28903654485049735,0.0,2140.0
0.81,699,0,215,86,1.0,0.2857142857142857,0.4444444444444444,0.28571428571428475,0.0,2150.0
0.812,699,0,215,86,1.0,0.2857142857142857,0.4444444444444444,0.28571428571428475,0.0,2150.0
0.8140000000000001,699,0,216,85,1.0,0.2823920265780731,0.44041450777202074,0.2823920265780721,0.0,2160.0
0.8160000000000001,699,0,217,84,1.0,0.27906976744186046,0.43636363636363634,0.2790697674418595,0.0,2170.0
0.8180000000000001,699,0,217,84,1.0,0.27906976744186046,0.43636363636363634,0.2790697674418595,0.0,2170.0
0.8200000000000001,699,0,218,83,1.0,0.2757475083056478,0.4322916666666667,0.2757475083056469,0.0,2180.0
0.8220000000000001,699,0,218,83,1.0,0.2757475083056478,0.4322916666666667,0.2757475083056469,0.0,2180.0
0.8240000000000001,699,0,220,81,1.0,0.2691029900332226,0.42408376963350786,0.2691029900332217,0.0,2200.0
0.8260000000000001,699,0,220,81,1.0,0.2691029900332226,0.42408376963350786,0.2691029900332217,0.0,2200.0
0.8280000000000001,699,0,220,81,1.0,0.2691029900332226,0.42408376963350786,0.2691029900332217,0.0,2200.0
0.8300000000000001,699,0,220,81,1.0,0.2691029900332226,0.42408376963350786,0.2691029900332217,0.0,2200.0
0.8320000000000001,699,0,220,81,1.0,0.2691029900332226,0.42408376963350786,0.2691029900332217,0.0,2200.0
0.834,699,0,221,80,1.0,0.26578073089701,0.4199475065616798,0.26578073089700904,0.0,2210.0
0.836,699,0,221,80,1.0,0.26578073089701,0.4199475065616798,0.26578073089700904,0.0,2210.0
0.838,699,0,222,79,1.0,0.26245847176079734,0.41578947368421054,0.26245847176079645,0.0,2220.0
0.84,699,0,223,78,1.0,0.2591362126245847,0.41160949868073876,0.25913621262458386,0.0,2230.0
0.842,699,0,224,77,1.0,0.2558139534883721,0.4074074074074074,0.2558139534883712,0.0,2240.0
0.844,699,0,224,77,1.0,0.2558139534883721,0.4074074074074074,0.2558139534883712,0.0,2240.0
0.846,699,0,225,76,1.0,0.25249169435215946,0.40318302387267907,0.2524916943521586,0.0,2250.0
0.848,699,0,226,75,1.0,0.24916943521594684,0.39893617021276595,0.249169435215946,0.0,2260.0
0.85,699,0,227,74,1.0,0.24584717607973422,0.39466666666666667,0.2458471760797334,0.0,2270.0
0.852,699,0,227,74,1.0,0.24584717607973422,0.39466666666666667,0.2458471760797334,0.0,2270.0
0.854,699,0,229,72,1.0,0.23920265780730898,0.38605898123324395,0.23920265780730815,0.0,2290.0
0.856,699,0,231,70,1.0,0.23255813953488372,0.37735849056603776,0.23255813953488294,0.0,2310.0
0.858,699,0,232,69,1.0,0.2292358803986711,0.372972972972973,0.22923588039867032,0.0,2320.0
0.86,699,0,233,68,1.0,0.22591362126245848,0.3685636856368564,0.2259136212624577,0.0,2330.0
0.862,699,0,233,68,1.0,0.22591362126245848,0.3685636856368564,0.2259136212624577,0.0,2330.0
0.864,699,0,234,67,1.0,0.22259136212624583,0.3641304347826087,0.22259136212624508,0.0,2340.0
0.866,699,0,234,67,1.0,0.22259136212624583,0.3641304347826087,0.22259136212624508,0.0,2340.0
0.868,699,0,235,66,1.0,0.21926910299003322,0.35967302452316074,0.21926910299003247,0.0,2350.0
0.87,699,0,235,66,1.0,0.21926910299003322,0.35967302452316074,0.21926910299003247,0.0,2350.0
0.872,699,0,236,65,1.0,0.2159468438538206,0.3551912568306011,0.21594684385381988,0.0,2360.0
0.874,699,0,239,62,1.0,0.2059800664451827,0.3415977961432507,0.20598006644518202,0.0,2390.0
0.876,699,0,239,62,1.0,0.2059800664451827,0.3415977961432507,0.20598006644518202,0.0,2390.0
0.878,699,0,239,62,1.0,0.2059800664451827,0.3415977961432507,0.20598006644518202,0.0,2390.0
0.88,699,0,240,61,1.0,0.2026578073089701,0.3370165745856354,0.2026578073089694,0.0,2400.0
0.882,699,0,240,61,1.0,0.2026578073089701,0.3370165745856354,0.2026578073089694,0.0,2400.0
0.884,699,0,240,61,1.0,0.2026578073089701,0.3370165745856354,0.2026578073089694,0.0,2400.0
0.886,699,0,240,61,1.0,0.2026578073089701,0.3370165745856354,0.2026578073089694,0.0,2400.0
0.888,699,0,240,61,1.0,0.2026578073089701,0.3370165745856354,0.2026578073089694,0.0,2400.0
0.89,699,0,240,61,1.0,0.2026578073089701,0.3370165745856354,0.2026578073089694,0.0,2400.0
0.892,699,0,242,59,1.0,0.19601328903654486,0.3277777777777778,0.1960132890365442,0.0,2420.0
0.894,699,0,242,59,1.0,0.19601328903654486,0.3277777777777778,0.1960132890365442,0.0,2420.0
0.896,699,0,244,57,1.0,0.1893687707641196,0.31843575418994413,0.18936877076411895,0.0,2440.0
0.898,699,0,245,56,1.0,0.18604651162790697,0.3137254901960784,0.18604651162790634,0.0,2450.0
0.9,699,0,245,56,1.0,0.18604651162790697,0.3137254901960784,0.18604651162790634,0.0,2450.0
0.902,699,0,247,54,1.0,0.17940199335548174,0.30422535211267604,0.17940199335548113,0.0,2470.0
0.904,699,0,251,50,1.0,0.16611295681063123,0.2849002849002849,0.16611295681063065,0.0,2510.0
0.906,699,0,252,49,1.0,0.16279069767441862,0.28,0.16279069767441806,0.0,2520.0
0.908,699,0,254,47,1.0,0.15614617940199335,0.27011494252873564,0.15614617940199282,0.0,2540.0
0.91,699,0,255,46,1.0,0.15282392026578073,0.26512968299711814,0.1528239202657802,0.0,2550.0
0.912,699,0,256,45,1.0,0.14950166112956811,0.26011560693641617,0.1495016611295676,0.0,2560.0
0.914,699,0,258,43,1.0,0.14285714285714285,0.25,0.14285714285714238,0.0,2580.0
0.916,699,0,258,43,1.0,0.14285714285714285,0.25,0.14285714285714238,0.0,2580.0
0.918,699,0,258,43,1.0,0.14285714285714285,0.25,0.14285714285714238,0.0,2580.0
0.92,699,0,259,42,1.0,0.13953488372093023,0.24489795918367346,0.13953488372092976,0.0,2590.0
0.922,699,0,259,42,1.0,0.13953488372093023,0.24489795918367346,0.13953488372092976,0.0,2590.0
0.924,699,0,259,42,1.0,0.13953488372093023,0.24489795918367346,0.13953488372092976,0.0,2590.0
0.926,699,0,260,41,1.0,0.1362126245847176,0.23976608187134502,0.13621262458471714,0.0,2600.0
0.928,699,0,260,41,1.0,0.1362126245847176,0.23976608187134502,0.13621262458471714,0.0,2600.0
0.93,699,0,261,40,1.0,0.132890365448505,0.23460410557184752,0.13289036544850452,0.0,2610.0
0.932,699,0,261,40,1.0,0.132890365448505,0.23460410557184752,0.13289036544850452,0.0,2610.0
0.934,699,0,261,40,1.0,0.132890365448505,0.23460410557184752,0.13289036544850452,0.0,2610.0
0.936,699,0,261,40,1.0,0.132890365448505,0.23460410557184752,0.13289036544850452,0.0,2610.0
0.9380000000000001,699,0,262,39,1.0,0.12956810631229235,0.22941176470588234,0.12956810631229193,0.0,2620.0
0.9400000000000001,699,0,264,37,1.0,0.12292358803986711,0.21893491124260356,0.1229235880398667,0.0,2640.0
0.9420000000000001,699,0,265,36,1.0,0.11960132890365449,0.21364985163204747,0.11960132890365407,0.0,2650.0
0.9440000000000001,699,0,266,35,1.0,0.11627906976744186,0.20833333333333334,0.11627906976744147,0.0,2660.0
0.9460000000000001,699,0,267,34,1.0,0.11295681063122924,0.20298507462686566,0.11295681063122885,0.0,2670.0
0.9480000000000001,699,0,268,33,1.0,0.10963455149501661,0.19760479041916168,0.10963455149501623,0.0,2680.0
0.9500000000000001,699,0,270,31,1.0,0.10299003322259136,0.18674698795180722,0.10299003322259101,0.0,2700.0
0.9520000000000001,699,0,271,30,1.0,0.09966777408637874,0.18126888217522658,0.0996677740863784,0.0,2710.0
0.9540000000000001,699,0,273,28,1.0,0.09302325581395349,0.1702127659574468,0.09302325581395317,0.0,2730.0
0.9560000000000001,699,0,274,27,1.0,0.08970099667774087,0.16463414634146342,0.08970099667774056,0.0,2740.0
0.9580000000000001,699,0,274,27,1.0,0.08970099667774087,0.16463414634146342,0.08970099667774056,0.0,2740.0
0.96,699,0,276,25,1.0,0.08305647840531562,0.15337423312883436,0.08305647840531533,0.0,2760.0
0.962,699,0,278,23,1.0,0.07641196013289037,0.1419753086419753,0.0764119601328901,0.0,2780.0
0.964,699,0,279,22,1.0,0.07308970099667775,0.13622291021671826,0.0730897009966775,0.0,2790.0
0.966,699,0,280,21,1.0,0.06976744186046512,0.13043478260869565,0.06976744186046488,0.0,2800.0
0.968,699,0,281,20,1.0,0.0664451827242525,0.12461059190031153,0.06644518272425226,0.0,2810.0
0.97,699,0,283,18,1.0,0.059800664451827246,0.11285266457680251,0.05980066445182704,0.0,2830.0
0.972,699,0,285,16,1.0,0.053156146179401995,0.10094637223974763,0.053156146179401814,0.0,2850.0
0.974,699,0,285,16,1.0,0.053156146179401995,0.10094637223974763,0.053156146179401814,0.0,2850.0
0.976,699,0,286,15,1.0,0.04983388704318937,0.0949367088607595,0.0498338870431892,0.0,2860.0
0.978,699,0,287,14,1.0,0.046511627906976744,0.08888888888888889,0.046511627906976584,0.0,2870.0
0.98,699,0,288,13,1.0,0.04318936877076412,0.08280254777070063,0.04318936877076397,0.0,2880.0
0.982,699,0,290,11,1.0,0.036544850498338874,0.07051282051282051,0.03654485049833875,0.0,2900.0
0.984,699,0,293,8,1.0,0.026578073089700997,0.05177993527508091,0.026578073089700907,0.0,2930.0
0.986,699,0,294,7,1.0,0.023255813953488372,0.045454545454545456,0.023255813953488292,0.0,2940.0
0.988,699,0,295,6,1.0,0.019933554817275746,0.03908794788273615,0.01993355481727568,0.0,2950.0
0.99,699,0,298,3,1.0,0.009966777408637873,0.019736842105263157,0.00996677740863784,0.0,2980.0
0.992,699,0,299,2,1.0,0.006644518272425249,0.013201320132013201,0.006644518272425227,0.0,2990.0
0.994,699,0,300,1,1.0,0.0033222591362126247,0.006622516556291391,0.0033222591362126134,0.0,3000.0
0.996,699,0,301,0,0.0,0.0,0.0,0.0,0.0,3010.0
0.998,699,0,301,0,0.0,0.0,0.0,0.0,0.0,3010.0
1.0,699,0,301,0,0.0,0.0,0.0,0.0,0.0,3010.0
